id	filename	md5	size	state
01eb622e-7fcd-403c-90e1-fd806fdbe29e	fd0eaf98-847d-499b-bfc0-95e84f5b15d0.FPKM.txt.gz	aa5e2e400b2046b536889cebfaf5203f	490439	validated
01402385-9e5d-48f6-b16d-f29651c7f479	21bf82e4-3223-481c-a89b-f41e42628764.FPKM.txt.gz	50a747f2a3997519ab482676086c69e3	508489	validated
01fd8c86-0fb1-4fe6-b0c0-a1c8bcc1e616	68acaa5e-6a27-499f-925d-710af9d30710.FPKM.txt.gz	21367afe958040ee0b2e8e5241f17b74	502822	validated
00a137ad-22a5-457f-93c5-c56cf902e3d4	62e6035d-ecca-4e98-a1c4-4663be031c56.FPKM.txt.gz	40d3f6df83639c5326fd1c9847e3fb66	521739	validated
0209bb79-7f97-4f44-a645-b1fa9ed3b3ef	808353e4-59a3-4df0-90fd-bd42b7af366e.FPKM.txt.gz	3e9cf08283da6753f79cc44b085307ed	540938	validated
0164f848-59fe-4bea-a7bc-c47bfe6ffee7	4e22d3aa-a223-4ea7-bf40-4e2a2f4dd5f1.FPKM.txt.gz	c146a2fa57e0fe31676909ea5f96cb09	517354	validated
02221b3c-6f15-483f-958f-47a04c2456b8	e6d40ab0-a9ee-44cd-898c-be0d0caee6af.FPKM.txt.gz	b68ae4d8ba2159b462c350e03e6c9534	523459	validated
01a3c0d9-5ac6-4387-b47a-59945dacbd16	323f9334-d360-4bb5-925c-8750bd1b20d2.FPKM.txt.gz	198695e311895e223474e658149d0718	473655	validated
00a48a5d-b138-4504-a9ac-fb919cb81185	9e8b528b-1172-4c07-a09b-ebb23cf2310c.FPKM.txt.gz	9fd50f776c5151ace6041b0e5ea4623c	503792	validated
01aa3eb0-11d3-4248-90ec-f8bdc0c44b1a	db0ce49b-0048-4ba2-9295-309d8c570bb4.FPKM.txt.gz	7937dcf9114273771f4cdf1f46c92e2a	514114	validated
022f2cd2-87ce-4a20-a5d6-85302d2bcb26	40e41700-0288-444d-a7d7-7d0b3bfb531d.FPKM.txt.gz	150a8e835f482968741b6c31f501c3f3	495638	validated
00aac11a-9432-43a9-b35a-ee9edb3718d0	f5d259d3-a462-4d0f-919a-c0783801dc5c.FPKM.txt.gz	c71375a5cecdec9e78402eb81eb55cee	507696	validated
01baf704-83a8-4ee3-94dd-781872799c9d	5f32a811-87ba-4597-8794-8411bf2a4271.FPKM.txt.gz	8fc0f70490e29781d0da99177d0310b6	485291	validated
024420b3-7101-4b08-b69d-521cf282c6c1	df573c90-44cf-4409-b92f-f6c8aaf01737.FPKM.txt.gz	3f09155b24db79c6b666c76dbd863840	507634	validated
00ba49d6-fdc9-44c1-be48-74b9dde71c5c	8dd3161b-a1d9-453c-afb8-293b20330f3d.FPKM.txt.gz	a4b451888b361891703d7ba945e57a16	515258	validated
02473ef3-650e-4edd-8819-61960116b99d	ebfce4d5-b465-48c1-b00d-a693acac89b6.FPKM.txt.gz	2be9aae04846b1507ef9dab390ff2b05	517235	validated
01c6a5d1-a064-4fec-86ae-db3f86029333	4fd01cd7-7ff5-4570-891e-747a0c640ddc.FPKM.txt.gz	9ebf5a5b758613bf38b08cf5cd25e109	509047	validated
01cc2785-5648-4354-bd0f-5a4506bcf792	dd1dfaeb-20a4-4237-ad46-6cc609af2c53.FPKM.txt.gz	2b2c442797e7b97c56697c873d6982a3	502773	validated
0248612e-92e6-42c9-8165-2a1772691a84	6e4cd75c-e602-4845-95f2-8520d7976d56.FPKM.txt.gz	022653cb22aa21586f24fa7398790f76	510331	validated
00c464e4-0169-41f8-a028-b847a78b1637	cf792f7f-a3ee-4544-b029-8c4e4da4f973.FPKM.txt.gz	ce49e2f5a8eb403a84942bd2439ef9c1	491617	validated
01f76df2-6ecc-40b6-adc9-33c352a50e69	432bfb40-6587-4393-89b8-456e639152e8.FPKM.txt.gz	5cfeb1a97261c7e91238fdcefb497ec2	522952	validated
026da6b4-3e50-4ddd-ac33-aa526e844813	29aca450-15a5-4d45-bade-ecce8e5a0e8f.FPKM.txt.gz	e7fed5cc40dfcb3d4d19089a09594cd6	508135	validated
00ed4b5b-031a-416a-8a34-df5d4385c168	f9f3e08b-b3a2-4843-9e4a-9d115bce83c7.FPKM.txt.gz	4b323606689152b422125c04f18b4d16	516576	validated
0274fd1e-83e8-45f3-8034-4400b6daabba	72c70900-f879-4519-8bc4-23483122c2e5.FPKM.txt.gz	f18a8e3f6af653238b916f57b52e6aa4	496733	validated
020230a7-4baf-4951-812b-bc91346ab5a2	cc81a268-ece2-42e7-97b0-f3ba7ad47508.FPKM.txt.gz	7dddc821cc404914dfbb68ab240757cd	510380	validated
0276de7f-98a7-40af-99ec-716d6fd57405	a8e5861f-e86c-473d-8ff7-5630532b3c61.FPKM.txt.gz	c0ea72cce54c89268b115e306c9fa4bc	532518	validated
01054be6-998d-421f-97cb-533d9d23f75f	fcd37843-e471-4fc3-a4fd-da8d161d36e4.FPKM.txt.gz	47ffb89dc71233b8b63aca7f6afdf9a7	516613	validated
0209f942-be71-475f-be64-edbba244e2db	3376ed7a-1ebd-4727-9be4-816142268384.FPKM.txt.gz	fe9f9eac01d3ab8a11ff85d05621e75b	530405	validated
022145fc-22ef-4a9b-b0f3-1142bccec452	5943b9f4-fd43-46dc-8ebe-a0145e4ee7c3.FPKM.txt.gz	c23c65f296221d53b615cbf4eb076643	530565	validated
028d7927-da85-4b2a-b2b1-a49a787c8fd9	3f2516a6-282f-46c5-a16d-5e7e09667cdc.FPKM.txt.gz	355141fd8bee2f2c1adc60a96a332068	509528	validated
012e5632-e932-4b24-be77-34eac2162e07	92de83d1-ba60-413c-8d21-d066505fe306.FPKM.txt.gz	6169c34f6c1685c6ac5cfd251c9aafb4	523949	validated
02375ae1-fb88-4ae4-bad4-36a8ccd7e819	a19ad370-5686-45b4-84aa-a5b95f875dc8.FPKM.txt.gz	e66f2737d9dfcea0c1a6cafa062578f9	492912	validated
02e686d2-15be-4e12-a026-f7af72a1f270	7a3c64e7-98bc-4cbf-8a2a-0c3314d46ad2.FPKM.txt.gz	2f902a5988160d25b02f96f1f7705873	528818	validated
02ffa4e5-3475-435a-8c03-7a4ef62960cd	29186088-af3e-4fb0-a547-34a45e19673e.FPKM.txt.gz	f07fd59956a6e33ef008d5aaa60702e2	571861	validated
023f50ff-b565-443b-8705-d6e6e2281dd0	42221037-1a44-416c-8e3e-fc1805b269de.FPKM.txt.gz	d849313425eeb175d8caaf33cf51d6d9	510871	validated
013497ad-4a4e-4eda-9e81-cbbf73244635	b7b8d49c-7364-4527-91d7-e1aad06c6837.FPKM.txt.gz	4ba3d2025e3f266395936bb4b9ad36c0	513429	validated
030cf06f-890c-4193-9c7d-254980c73a48	3d771128-9e90-49c2-8ee5-23d994ee6398.FPKM.txt.gz	9ab28332f14aa635178650ce60972ba7	534467	validated
02415e27-7abc-4e58-b7aa-ea7c92fda8e9	ffd7b10e-8c0c-4aeb-81a0-b060108d57fa.FPKM.txt.gz	8bf02eae3ab9057cf981c290f4f602e2	531515	validated
0159c48c-7201-4836-8418-9eab6e8251b2	2aed8d9f-0c7c-4afc-b3dd-8b15749bd857.FPKM.txt.gz	841db2e8f313c16de0567c65d3766155	528918	validated
034375d5-42e7-469b-a6f3-2d863122f3ca	93c46e63-3686-4883-a9de-7606ddfc11f0.FPKM.txt.gz	d9e8bb49dfe41f6b28abc15b5e234b3e	536698	validated
024eb63d-9187-4b8f-86b4-abfb3510b875	ef6e0187-ca29-4c32-9731-4f9a6b51ff80.FPKM.txt.gz	c144ce82dafa523f8026c7047dfa97d0	530163	validated
017bc53d-88a5-4b8e-887c-b464a93d980e	bfd8c6e2-15cc-48ae-a4a3-722ab3527fb9.FPKM.txt.gz	fea058f9a9ffb8cc39ebd2df00d22600	513977	validated
035100b7-f408-40b3-bd80-ff98fdf1b0c7	8b4fd8a6-c6a7-41b4-b052-8212f0ed2972.FPKM.txt.gz	364416f808437c0f4d36f85dfd45a3e8	509789	validated
026238da-b53c-46c0-bd47-85a3dcb6786b	d691550d-2d9b-4103-83c3-9c38dac3e459.FPKM.txt.gz	489c0329fbca27948bd74942a5cb6497	511027	validated
02acf9e4-7fe9-49cb-96e8-0d760299f010	74b61bc0-93ff-43aa-b495-467f54415731.FPKM.txt.gz	c5f9b33b76a71e6818162a6749646dad	539610	validated
03681aee-cdf6-4534-b61d-f8780603d040	e7f07f98-8dbf-4884-8d45-318671c15c98.FPKM.txt.gz	c03695a199fb6aadf56785b2289694bb	533726	validated
01827d00-fb31-4e31-8827-3a73395c96e8	aae6a581-f31f-41d8-a635-444486314ddb.FPKM.txt.gz	f6975f717f1c6b1820d7c105be8177ec	525651	validated
0389130e-e2fe-4d91-899f-2f6e57a4a411	11320586-6000-4f23-8e68-926175cfadf2.FPKM.txt.gz	98a3bac10bb8b64845a4b7cf71b9a6c7	492657	validated
02b95aa6-0e51-40bc-941e-eebdf084eb54	7b4a2fcb-95eb-4cc2-8fde-ec0851ffb724.FPKM.txt.gz	32efb2cfa956f33e74f8b7ea33a0a33c	523540	validated
03942036-ba3a-4908-b8f2-dcec7c8b91a7	d0c8d150-3582-406e-af39-fd58f6e53290.FPKM.txt.gz	4987891a75416281bf69167e4662b134	507391	validated
02c67a59-92af-4b33-876c-d266da6e2916	cfb52011-5d71-4587-b828-e0e2b115325d.FPKM.txt.gz	a78a0ad118315fa85f2c42d3dd2c4fc3	511576	validated
0189465e-da2e-4962-bc76-a675841a43b5	c0313f07-c432-46fc-88f4-1b248678b4d3.FPKM.txt.gz	2b8f35bef0b36dc441e84aa69c67b112	596192	validated
02d10ad1-1fa7-4f7d-94af-4a4b1424e9f8	b44cdb13-1812-4bf6-825e-edae5bc5376a.FPKM.txt.gz	f15e6f45889c14b2e22677c6e2a4008f	520646	validated
03c91401-0a8d-4bd5-b67e-e976c909d0be	46649617-64ad-4fdb-9266-150e2fc6a54d.FPKM.txt.gz	7e9b7589dc219a25348f183d8277f251	525428	validated
02145fba-e5e7-41c3-a671-1e371aac8498	c8fb3217-2cc9-47c0-84b6-b666c07624e6.FPKM.txt.gz	979cc9c0467fd4f3f5fa50a111230066	534294	validated
02eab57a-61e4-4e57-8d62-5fcc6b435209	9bc47c61-28e6-409e-90af-4266e6e1a6b5.FPKM.txt.gz	dc54b1dde9b6abcd12cc08a00f5788e2	504673	validated
03d23292-2879-4de3-9723-b30ac1fca545	84779846-32eb-4ca8-82fe-35784128409b.FPKM.txt.gz	c02bdcf61bee39352d32e109c13a1b34	504546	validated
0416822c-d382-4e51-b54e-3ff04498f1f0	9f635b0b-54a6-4d5a-9651-98d7d765a738.FPKM.txt.gz	11a2ebbad13816a45dc593f36a26caae	551403	validated
026f63fe-a6ac-45a0-8edc-b5eca0421558	9f7d79d9-9c55-4c90-b7bf-b35ae035d329.FPKM.txt.gz	f4ec22096d2078933a01a81a9827e070	570238	validated
0334c93d-da3a-4ee1-a63c-59d308ffceec	67de4131-2f71-415f-bac1-33bc14f6438e.FPKM.txt.gz	a98e6af539ef717da4f74bc78f53a916	547852	validated
04539895-acde-4ce6-b99e-34f74114216f	11d08d8f-beea-4b57-a9cd-2f957a391360.FPKM.txt.gz	51e9f331b5305d1e5e9a5a830b551717	512586	validated
034175ad-b777-43bb-a631-569100c317e7	1208db51-3816-4c68-8b01-b494b14063cf.FPKM.txt.gz	bac62f709af72643aa54d232d8ecc366	534893	validated
029c6faf-cc10-4587-be0a-a4c455eb5ee4	e30f32a7-6efb-4f4d-8644-a54dc205ceba.FPKM.txt.gz	ef9905396fb67a83cc66f367d1540016	528342	validated
037c5ea2-3c44-4eb2-a28b-53c8717f28a4	a9560d7c-294e-4dfd-aa10-4ab456d8b124.FPKM.txt.gz	8c3aae2ef6329488f29cecfe545a8778	500177	validated
045bf4cf-73e4-43fb-8a9c-08ced63d55cb	82db5c6f-81a0-4d09-b8a7-a2498874f3be.FPKM.txt.gz	5f684044eb2cf02cf6a83c4459f5b40e	555237	validated
046a4953-e614-4c69-963e-e7076cbe4530	3146ecff-1993-48e6-9777-79478172f685.FPKM.txt.gz	90d36c65afc32554d4f918d6624fcd77	529382	validated
039b874d-43f2-48b5-b3cc-e5a708af83f2	4aa06322-99a1-49e8-ad18-c92cb676da51.FPKM.txt.gz	a1f8c6824fa1a07b2688dcab6bab7eb4	516715	validated
02f28747-1fa5-4b3c-b4c6-e2e6d1817537	65ec87f8-ca6b-4b47-9700-ef1b67589dec.FPKM.txt.gz	dc42b4e93c40299e55935310a34308c4	491578	validated
0484bd52-a42c-4231-935a-fd008505766c	71e90570-c4d4-4c7f-b6af-b6fb338fde70.FPKM.txt.gz	048bcedf898c562924091d037e78487b	577122	validated
03b50c0b-27e9-4a9a-a17a-3b3e8fd041d8	ef252631-7591-48dc-8968-c5bd855bd3ab.FPKM.txt.gz	c5dd393d302f3d29d05c9cc343115321	464070	validated
04a9703a-0ea9-481a-960b-611294572ac0	9997a399-7d9c-4a88-beb6-5643cdc32ef6.FPKM.txt.gz	af7d4fecd72305b017ccc13da661fb08	493545	validated
02f5319b-f9f7-4efb-b9f1-ebf7c470d0ea	f29a555a-3fb8-47a0-ac54-01811b6ad192.FPKM.txt.gz	d2ebb61e4405d3ca6ee55224d931121a	533246	validated
04b16721-d9e2-48b1-8949-f30f43ca8e31	ec240723-a6d1-484c-9103-92a709dd86f1.FPKM.txt.gz	b27d20c7e995e7be3bd4c50e3dc935a3	511520	validated
03b7578c-0542-4999-a350-1d3daf6b4c45	d1463bd7-8432-4e7d-b92b-eb8fc1f72be1.FPKM.txt.gz	7638db8fba81b91cf33518e2185be705	502993	validated
03151940-15a8-4069-a5a8-2cb33e4fc0eb	563c8a9f-5022-46be-9439-02f0a2e6900a.FPKM.txt.gz	80748a06342e975dcaed4573a0c2aa5b	530771	validated
03d6f833-1354-4d77-941a-969afa2eae87	10a93ff8-e2cd-4f1d-acb8-ae4ccd5fecdb.FPKM.txt.gz	c5598ca8cda08b62b510b9f54792ac6a	500554	validated
04b92be0-6a20-4d04-99c8-f3eecd3986e5	cea213f2-1dca-482a-bc29-d346a6682085.FPKM.txt.gz	84c57c8a382afeb710c3e1cc6835381f	501630	validated
04cb3822-9a2d-4d6d-b419-1e88b09c9b46	04d0500a-42f5-4030-8c6c-ab4e512d113b.FPKM.txt.gz	0ac7a4cd123a93ecb5d4d02ccbdf7caf	524008	validated
03d984d8-17e3-40d1-8e48-406182a51a7f	f36f74a9-97b4-4913-86e2-56ebaf55f006.FPKM.txt.gz	256190bd354f463451f6d833501f1ef2	507589	validated
03314f52-f263-4ac2-a525-d925a356eb4b	3aabd300-ffc2-46dd-81ff-492c6bcee361.FPKM.txt.gz	c6458e052fc10b770ee39409217fc3cb	566392	validated
04d03b73-7ca5-4d5a-acae-2eb38eb79c44	a54f0bbb-c644-4a2a-bbb2-b006f24fe093.FPKM.txt.gz	39670230033b6a17569b8545d2362870	496359	validated
03e89f22-850f-4dbf-b0ef-a8e8342a5afa	86db2f40-896f-4392-9552-4f8be50bb653.FPKM.txt.gz	2f2773298c0d62b1d1077568a7bb9563	511517	validated
04da476d-f295-4340-bb71-e3a9baaa66a7	80aaa47c-5c2a-4886-87d3-644553bf82a1.FPKM.txt.gz	fbed7e77a27bac9c8095db7aebfbbb62	502727	validated
03378f59-a81d-4b44-9b41-e64c9c6132cd	d5887901-f651-47bf-a6e3-6656e48588c9.FPKM.txt.gz	e148a6c13c05707764493b15022b1e82	521027	validated
03f50cfd-9702-4a9a-8a6a-b606be857850	8c35357a-dc7c-4e70-bb53-ce8f520bdb86.FPKM.txt.gz	bf1ddd4014c990aa6bd3cc52cac8865b	502510	validated
04e0f938-9194-4d83-86e6-9e95e7e3f3dc	c5d97e4a-8a34-4d99-8fae-70dd5bb12234.FPKM.txt.gz	57c82c4052b2b2d81ebaabc9b70ee071	561179	validated
0423359e-e16c-4a50-9da2-420b5e8a977e	1317e4d4-2c33-494b-bb77-aa9997327a41.FPKM.txt.gz	9efaf3e2c69c37bb03f3c41ab97d458d	558553	validated
033a3728-a55c-4d7b-bffb-dd4990684f38	a73b7250-3437-4279-b3e1-1add31d7b3fc.FPKM.txt.gz	abd2f05b7d29a10b45efb0b3db42c32b	532609	validated
05037c1f-6de0-4d25-9a1c-9f0cd5a200fe	c758cf60-68bc-4154-9d43-44339da29889.FPKM.txt.gz	afaf5f961639f2ded3ee3d438605d841	522942	validated
03418695-e200-4957-9453-e34acffe3c67	e4de8f87-b9c8-4021-b29a-b7d128ff64a3.FPKM.txt.gz	c53abbe1897e918dca6e349c9afd0361	543331	validated
053b19f9-3943-44e6-ba3a-0307723716f2	1ef98734-2278-4169-bb7b-8a1d325af20d.FPKM.txt.gz	d2137af8eab46492c0087b4ed54957ef	502061	validated
042a69ee-2d2b-4aee-af17-3e5cc1772542	22ad5f1f-bb86-47ad-abc7-31223e130984.FPKM.txt.gz	34b9ad81275c10f352703f317a1da241	517872	validated
0490eac0-8edf-4e49-800a-e74e0419cada	f5e50380-3507-4002-9bfe-624bc0a3eba1.FPKM.txt.gz	52da4724b1c4caa89a489a1792825244	549899	validated
0351b811-1413-46f2-a8c1-97c6e493e020	9962ac22-d790-40ae-a9bb-94d117a188cb.FPKM.txt.gz	e289a4304d955a9153fc8878b5a26c2a	511091	validated
05582be3-0f99-4ea2-8c37-7fa23dcc67c5	21b1c050-5bb4-44a1-8fcc-4819d6f14c01.FPKM.txt.gz	0c68b2e6dea071f232afc1fbecc27db5	528903	validated
04969c80-7b53-47c5-9796-39a1386aa9b0	a97865ce-8a94-43aa-8998-4fc336300c77.FPKM.txt.gz	a793be0f35eb2b531fb5996ef24c5732	537584	validated
056b5022-9ca1-4b80-8dc0-0eb57792604d	4e90f280-4e74-44d8-b94d-00d19599e3eb.FPKM.txt.gz	ff61f9c1ec37f22ae472127c2e91da44	517089	validated
03918b49-fbf1-4d13-96b1-09924188c6d2	dc55b4b9-f3e6-4772-8421-26b04b750716.FPKM.txt.gz	110bedbc4b9505e84bb2ade7aeb4ea39	517288	validated
049c9590-0edd-4934-93b6-34a8b9f6acdb	4ea3866e-01a6-490c-84a5-546c142ebcb5.FPKM.txt.gz	e1eb8e21bcc45a8f9eff00a39c857b2a	517540	validated
056dd38c-1421-4d64-a047-a421deba88bc	a1230c68-c8d1-4521-8bb3-dd27d2a5bfc4.FPKM.txt.gz	e7be6115af01f46466d12bb76180d1ec	501213	validated
04b9f961-e895-4413-989c-b218cfed408d	09977485-e1d1-41b1-b2b8-7ab0ad6df0a0.FPKM.txt.gz	54b1ebd7619cca5caaa8e59d926dafa1	496115	validated
0394f36a-f54b-41bc-9fb5-f7eb5b08d639	e9205c80-39e9-446d-8151-f493e43228c4.FPKM.txt.gz	028884d633dd522ddfa3b09ffe8bfe17	511988	validated
057d20f8-15cd-4f14-b3aa-aabb0a9a3690	bf10b66f-f192-44fe-9580-16599fb7904b.FPKM.txt.gz	2fa8a4f2941bbc70a1b58c07b0179e60	529058	validated
058d9d24-51b6-4e12-a0d5-5356575c0008	ae9e2486-4cc2-4bf6-bbeb-c467833080d7.FPKM.txt.gz	1c40ef08f81f079e0f7871f92e44ce25	530073	validated
04c48702-a9ec-4c1e-99ba-805adc04c93b	3b1e8e56-f2a3-4a3f-8f99-ba8a8f33152c.FPKM.txt.gz	7f81ee0c66d3cef839c46bf6ee146f87	509537	validated
03a162ee-0be2-484d-ad86-17bba311a3f8	4172e3f8-3578-4f33-9168-6f8c2b8d0783.FPKM.txt.gz	415dada3f81c97ddd6175144dd39ad52	528654	validated
05914020-4fc0-42a8-966f-ff437ea7d79c	a6786f3b-caf0-4e1f-9711-1479b1ae0fdf.FPKM.txt.gz	634bf5964ca1a16732d845b58321556e	510955	validated
04c769a2-5b88-487b-8000-9d6f2894e66b	55fb21ce-d184-4d9b-a578-9ed5bd5856f3.FPKM.txt.gz	faa3581207ca4cb7e78d251d9a626c9a	520536	validated
03a41d6f-2395-402c-9f32-7221a39a7bb1	26918c74-1269-4f63-a871-57855b4aa846.FPKM.txt.gz	908781e2755493319fa8938d9687587e	535102	validated
05b99690-3796-4b4a-9be3-41b8a4953358	67d71120-1690-412a-82f3-9bc921ad6b07.FPKM.txt.gz	68b6704408871b644148c95905d4d0dd	527423	validated
04f8b37a-a956-4b27-8878-8b8b3f5ff283	451269e0-e2db-4e12-b1d3-d2b07c2c3b57.FPKM.txt.gz	f187c0e40bc61250d7dc2dc84e7bf8ee	540695	validated
05c86ce2-4452-4155-b039-bae99785c461	13ed4e49-7513-4124-abee-e1dee75711d1.FPKM.txt.gz	a9f398978fa0800b93a65fd3c4a293bf	501822	validated
0509a50c-3281-4fc4-8495-2f0e2694eca0	d67325ce-cd01-45b8-b816-74fc73acd54a.FPKM.txt.gz	8188d41b5a88dc66e56443c73661555b	449199	validated
03fc136d-1aee-4e0f-b271-e52ef7680fa9	fa43e80b-8b46-43d6-aaed-389cc4d535f6.FPKM.txt.gz	74ca96dcfd034e5ef5def2c221ae5109	502375	validated
